Original destination milepost,Original origin milepost,Post-calibration destination milepost ,Post-calibration origin milepost,Traffic Message Channel location codes,Truck Travel Time Reliability Index,Travel Time Index,Traffic Message Channel miles,Highway segment,Corridor number,Corridor name
179.13,179.48,178.7,179.04,101P04605,1.06,1.02,0.65,7_GA,7,"Florence, SC to Jacksonville, FL"
179.48,179.5,179.04,179.041,101P04605,1.06,1.02,0.65,7_GA,7,"Florence, SC to Jacksonville, FL"
179.5,179.79,179.041,179.346,101P04605,1.06,1.02,0.65,7_GA,7,"Florence, SC to Jacksonville, FL"
179.79,183.25,179.346,182.798,101+04605,1.08,1.02,3.47,7_GA,7,"Florence, SC to Jacksonville, FL"
183.25,183.57,182.798,183.124,101P04604,1.08,1.02,0.53,7_GA,7,"Florence, SC to Jacksonville, FL"
183.57,183.57,183.124,183.124,101P04604,1.08,1.02,0.53,7_GA,7,"Florence, SC to Jacksonville, FL"
183.57,183.79,183.124,183.346,101P04604,1.08,1.02,0.53,7_GA,7,"Florence, SC to Jacksonville, FL"
183.79,185.85,183.346,185.422,101+04604,1.07,1.03,2.06,7_GA,7,"Florence, SC to Jacksonville, FL"
185.85,185.93,185.422,185.502,101P04696,1.05,1.02,0.41,7_GA,7,"Florence, SC to Jacksonville, FL"
185.93,185.95,185.502,185.523,101P04696,1.05,1.02,0.41,7_GA,7,"Florence, SC to Jacksonville, FL"
185.95,186.26,185.523,185.847,101P04696,1.05,1.02,0.41,7_GA,7,"Florence, SC to Jacksonville, FL"
186.26,196.61,185.847,196.131,101+04696,1.09,1.02,10.34,7_GA,7,"Florence, SC to Jacksonville, FL"
196.61,197,196.131,196.524,101P04695,1.09,1.02,0.81,7_GA,7,"Florence, SC to Jacksonville, FL"
197,197.43,196.524,196.959,101P04695,1.09,1.02,0.81,7_GA,7,"Florence, SC to Jacksonville, FL"
197.43,205.45,196.959,204.934,101+04695,1.12,1.01,8.01,7_GA,7,"Florence, SC to Jacksonville, FL"
205.45,205.94,204.934,205.426,101P04694,1.08,1.02,0.5,7_GA,7,"Florence, SC to Jacksonville, FL"
205.94,214.2,205.426,213.66,101+04694,1.03,1.01,8.25,7_GA,7,"Florence, SC to Jacksonville, FL"
214.2,215.01,213.66,214.504,101P04693,1.03,1.02,0.81,7_GA,7,"Florence, SC to Jacksonville, FL"
215.01,223.69,214.504,223.184,101+04693,1.06,1.04,8.67,7_GA,7,"Florence, SC to Jacksonville, FL"
223.69,224.35,223.184,223.797,101P04692,1.03,1.02,0.66,7_GA,7,"Florence, SC to Jacksonville, FL"
224.35,229.94,223.797,229.343,101+04692,1.03,1.02,5.59,7_GA,7,"Florence, SC to Jacksonville, FL"
229.94,230.99,229.343,230.457,101P04691,1.05,1.02,1.04,7_GA,7,"Florence, SC to Jacksonville, FL"
230.99,234.87,230.457,234.231,101+04691,1.04,1.02,3.88,7_GA,7,"Florence, SC to Jacksonville, FL"
234.87,235.31,234.231,234.686,101P04690,1.05,1.02,0.84,7_GA,7,"Florence, SC to Jacksonville, FL"
235.31,235.33,234.686,234.745,101P04690,1.05,1.02,0.84,7_GA,7,"Florence, SC to Jacksonville, FL"
235.33,235.71,234.745,235.098,101P04690,1.05,1.02,0.84,7_GA,7,"Florence, SC to Jacksonville, FL"
235.71,236.52,235.098,235.917,101+04690,1.07,1.03,0.81,7_GA,7,"Florence, SC to Jacksonville, FL"
236.52,237.14,235.917,236.523,101P04689,1.05,1.02,0.97,7_GA,7,"Florence, SC to Jacksonville, FL"
237.14,237.15,236.523,236.534,101P04689,1.05,1.02,0.97,7_GA,7,"Florence, SC to Jacksonville, FL"
237.15,237.49,236.534,236.881,101P04689,1.05,1.02,0.97,7_GA,7,"Florence, SC to Jacksonville, FL"
237.49,243.22,236.881,242.597,101+04689,1.04,1.02,5.72,7_GA,7,"Florence, SC to Jacksonville, FL"
243.22,243.73,242.597,243.108,101P04688,1.04,1.02,0.86,7_GA,7,"Florence, SC to Jacksonville, FL"
243.73,243.75,243.108,243.13,101P04688,1.04,1.02,0.86,7_GA,7,"Florence, SC to Jacksonville, FL"
243.75,244.08,243.13,243.467,101P04688,1.04,1.02,0.86,7_GA,7,"Florence, SC to Jacksonville, FL"
244.08,245.95,243.467,245.3,101+04688,1.04,1.02,1.87,7_GA,7,"Florence, SC to Jacksonville, FL"
245.95,246.97,245.3,246.363,101P04687,1.05,1.02,1.03,7_GA,7,"Florence, SC to Jacksonville, FL"
246.97,258.33,246.363,257.695,101+04687,1.04,1.01,11.36,7_GA,7,"Florence, SC to Jacksonville, FL"
258.33,259.21,257.695,258.594,101P04686,1.04,1.01,0.88,7_GA,7,"Florence, SC to Jacksonville, FL"
259.21,265.21,258.594,264.558,101+04686,1.04,1.01,6,7_GA,7,"Florence, SC to Jacksonville, FL"
265.21,266.05,264.558,265.399,101P04685,1.04,1.01,0.84,7_GA,7,"Florence, SC to Jacksonville, FL"
266.05,266.92,265.399,266.261,101+04685,1.05,1.02,0.86,7_GA,7,"Florence, SC to Jacksonville, FL"
266.92,267.69,266.261,267.043,101P04684,1.04,1.01,0.77,7_GA,7,"Florence, SC to Jacksonville, FL"
267.69,269.29,267.043,268.633,101+04684,1.05,1.02,1.6,7_GA,7,"Florence, SC to Jacksonville, FL"
269.29,269.73,268.633,269.066,101P04683,1.05,1.02,0.52,7_GA,7,"Florence, SC to Jacksonville, FL"
269.73,269.74,269.066,269.076,101P04683,1.05,1.02,0.52,7_GA,7,"Florence, SC to Jacksonville, FL"
269.74,269.81,269.076,269.142,101P04683,1.05,1.02,0.52,7_GA,7,"Florence, SC to Jacksonville, FL"
269.81,271.44,269.142,270.775,101+04683,1.07,1.02,1.63,7_GA,7,"Florence, SC to Jacksonville, FL"
271.44,271.94,270.775,271.279,101P04682,1.06,1.02,0.88,7_GA,7,"Florence, SC to Jacksonville, FL"
271.94,271.95,271.279,271.29,101P04682,1.06,1.02,0.88,7_GA,7,"Florence, SC to Jacksonville, FL"
271.95,272.33,271.29,271.661,101P04682,1.06,1.02,0.88,7_GA,7,"Florence, SC to Jacksonville, FL"
272.33,273.02,271.661,272.349,101+04682,1.08,1.03,0.7,7_GA,7,"Florence, SC to Jacksonville, FL"
273.02,273.03,272.349,272.359,,0,0,,7_GA,7,"Florence, SC to Jacksonville, FL"
275.15,275.52,274.567,274.936,102P05527,1.16,1.06,0.37,7_FL,7,"Florence, SC to Jacksonville, FL"
275.52,275.54,274.936,274.951,102+05527,1.11,1.04,6.29,7_FL,7,"Florence, SC to Jacksonville, FL"
275.54,275.55,274.951,274.962,102+05527,1.11,1.04,6.29,7_FL,7,"Florence, SC to Jacksonville, FL"
275.55,281.81,274.962,281.215,102+05527,1.11,1.04,6.29,7_FL,7,"Florence, SC to Jacksonville, FL"
281.81,282.17,281.215,281.594,102P05526,1.07,1.02,0.67,7_FL,7,"Florence, SC to Jacksonville, FL"
282.17,282.17,281.594,281.594,102P05526,1.07,1.02,0.67,7_FL,7,"Florence, SC to Jacksonville, FL"
282.17,282.47,281.594,281.871,102P05526,1.07,1.02,0.67,7_FL,7,"Florence, SC to Jacksonville, FL"
282.47,288.92,281.871,288.321,102+05526,1.06,1.02,6.45,7_FL,7,"Florence, SC to Jacksonville, FL"
288.92,289.63,288.321,289.037,102P05126,1.06,1.02,0.71,7_FL,7,"Florence, SC to Jacksonville, FL"
289.63,291.59,289.037,290.957,102+05126,1.07,1.02,1.97,7_FL,7,"Florence, SC to Jacksonville, FL"
291.59,291.89,290.957,291.282,102P05125,1.08,1.02,0.66,7_FL,7,"Florence, SC to Jacksonville, FL"
291.89,291.9,291.282,291.292,102P05125,1.08,1.02,0.66,7_FL,7,"Florence, SC to Jacksonville, FL"
291.9,292.25,291.292,291.643,102P05125,1.08,1.02,0.66,7_FL,7,"Florence, SC to Jacksonville, FL"
292.25,293,291.643,292.372,102+05125,1.12,1.04,0.75,7_FL,7,"Florence, SC to Jacksonville, FL"
293,293.41,292.372,292.801,102P05124,1.17,1.05,0.73,7_FL,7,"Florence, SC to Jacksonville, FL"
293.41,293.46,292.801,292.844,102P05124,1.17,1.05,0.73,7_FL,7,"Florence, SC to Jacksonville, FL"
0,0,0,0,,0,0,,8_OK,8,"KS/OK Border to Amarillo, TX"
5.33,9.51,5.333,9.522,111-06882,1.13,1.04,9.47,8_OK,8,"KS/OK Border to Amarillo, TX"
9.51,14.79,9.522,14.811,111+20132,1.12,1.06,9.46,8_OK,8,"KS/OK Border to Amarillo, TX"
14.79,14.82,14.811,14.841,111P06882,1.28,1.08,0.03,8_OK,8,"KS/OK Border to Amarillo, TX"
14.82,25.66,14.841,25.695,111+06882,1.21,1.05,10.85,8_OK,8,"KS/OK Border to Amarillo, TX"
25.66,31.22,25.695,31.28,111+08200,1.23,1.05,8,8_OK,8,"KS/OK Border to Amarillo, TX"
31.22,33.66,31.28,33.709,111+08200,1.23,1.05,8,8_OK,8,"KS/OK Border to Amarillo, TX"
33.66,33.67,33.709,33.726,111N08595,1.94,1.29,0.03,8_OK,8,"KS/OK Border to Amarillo, TX"
33.67,33.68,33.726,33.743,111P08595,1.87,1.25,0.02,8_OK,8,"KS/OK Border to Amarillo, TX"
33.68,34.61,33.743,34.659,111+08595,1.35,1.11,0.93,8_OK,8,"KS/OK Border to Amarillo, TX"
34.61,34.72,34.659,34.767,111+06881,1.41,1.16,0.39,8_OK,8,"KS/OK Border to Amarillo, TX"
34.72,35,34.767,35.049,111-08591,1.35,1.17,0.39,8_OK,8,"KS/OK Border to Amarillo, TX"
35,37.15,35.049,37.215,111-06880,1.25,1.03,20.76,8_OK,8,"KS/OK Border to Amarillo, TX"
37.15,44.28,37.215,44.349,111+08591,1.27,1.03,20.76,8_OK,8,"KS/OK Border to Amarillo, TX"
44.28,45.59,44.349,45.662,111-06880,1.25,1.03,20.76,8_OK,8,"KS/OK Border to Amarillo, TX"
45.59,53.99,45.662,54.069,111+08591,1.27,1.03,20.76,8_OK,8,"KS/OK Border to Amarillo, TX"
53.99,55.73,54.069,55.827,111-06880,1.25,1.03,20.76,8_OK,8,"KS/OK Border to Amarillo, TX"
55.73,56.04,55.827,56.091,111+06880,1.31,1.12,0.32,8_OK,8,"KS/OK Border to Amarillo, TX"
56.04,56.06,56.091,56.111,,0,0,,8_OK,8,"KS/OK Border to Amarillo, TX"
58.54,65.08,58.558,65.211,111-08198,1.06,1.03,6.55,8_TX,8,"KS/OK Border to Amarillo, TX"
65.08,75.48,65.211,75.614,111-08197,1.19,1.05,10.42,8_TX,8,"KS/OK Border to Amarillo, TX"
75.48,75.69,75.614,75.83,111-06879,1.34,1.13,0.21,8_TX,8,"KS/OK Border to Amarillo, TX"
75.69,76.01,75.83,76.152,111-08227,1.79,1.17,0.32,8_TX,8,"KS/OK Border to Amarillo, TX"
76.01,76.57,76.152,76.689,111+08227,1.19,1.04,4.35,8_TX,8,"KS/OK Border to Amarillo, TX"
76.57,80.39,76.689,80.461,111+08227,1.19,1.04,4.35,8_TX,8,"KS/OK Border to Amarillo, TX"
80.39,88.55,80.461,88.646,111+08226,1.08,1.03,8.1,8_TX,8,"KS/OK Border to Amarillo, TX"
88.55,89.56,88.646,89.589,111+08225,1.08,1.03,1,8_TX,8,"KS/OK Border to Amarillo, TX"
89.56,94.66,89.589,94.627,111+08224,1.08,1.03,5.07,8_TX,8,"KS/OK Border to Amarillo, TX"
94.66,95.68,94.627,95.669,111+08223,1.21,1.04,1.01,8_TX,8,"KS/OK Border to Amarillo, TX"
95.68,97.47,95.669,97.464,111+08222,1.16,1.05,1.78,8_TX,8,"KS/OK Border to Amarillo, TX"
97.47,98.14,97.464,98.096,111P08221,1.08,1.03,0.67,8_TX,8,"KS/OK Border to Amarillo, TX"
98.14,99.76,98.096,99.74,111+08221,1.08,1.03,1.61,8_TX,8,"KS/OK Border to Amarillo, TX"
99.76,103.84,99.74,103.765,111+08220,1.07,1.02,4.05,8_TX,8,"KS/OK Border to Amarillo, TX"
103.84,105.32,103.765,105.258,111+08219,1.08,1.03,1.47,8_TX,8,"KS/OK Border to Amarillo, TX"
105.32,105.43,105.258,105.362,111P08218,1.1,1.03,0.11,8_TX,8,"KS/OK Border to Amarillo, TX"
105.43,106.75,105.362,106.666,111+08218,1.12,1.04,1.46,8_TX,8,"KS/OK Border to Amarillo, TX"
106.75,106.9,106.666,106.804,111+08218,1.12,1.04,1.46,8_TX,8,"KS/OK Border to Amarillo, TX"
106.9,108.94,106.804,108.844,111+08217,1.25,1.11,2.02,8_TX,8,"KS/OK Border to Amarillo, TX"
108.94,110.51,108.844,110.419,111-08216,1.25,1.24,1.56,8_TX,8,"KS/OK Border to Amarillo, TX"
110.51,110.59,110.419,110.48,111+08216,1.15,1.02,10.71,8_TX,8,"KS/OK Border to Amarillo, TX"
110.59,121.29,110.48,121.111,111+08216,1.15,1.02,10.71,8_TX,8,"KS/OK Border to Amarillo, TX"
121.29,121.7,121.111,121.508,111P06934,1.08,1.02,0.41,8_TX,8,"KS/OK Border to Amarillo, TX"
121.7,125.15,121.508,124.95,111+06934,1.21,1.03,3.44,8_TX,8,"KS/OK Border to Amarillo, TX"
125.15,148.69,124.95,148.404,111+08520,1.06,1.02,23.42,8_TX,8,"KS/OK Border to Amarillo, TX"
148.69,149.17,148.404,148.841,111P07040,1.06,1.02,0.48,8_TX,8,"KS/OK Border to Amarillo, TX"
149.17,149.64,148.841,149.297,111+07040,1.07,1.02,0.46,8_TX,8,"KS/OK Border to Amarillo, TX"
149.64,150.25,149.297,149.908,111P07039,1.07,1.02,0.61,8_TX,8,"KS/OK Border to Amarillo, TX"
150.25,150.73,149.908,150.43,111+07039,1.07,1.02,0.48,8_TX,8,"KS/OK Border to Amarillo, TX"
150.73,151.25,150.43,150.935,111P07038,1.08,1.02,0.51,8_TX,8,"KS/OK Border to Amarillo, TX"
151.25,151.73,150.935,151.395,111+07038,1.07,1.03,0.47,8_TX,8,"KS/OK Border to Amarillo, TX"
151.73,152.33,151.395,151.987,111P07037,1.08,1.03,0.61,8_TX,8,"KS/OK Border to Amarillo, TX"
152.33,152.69,151.987,152.327,111+07037,1.15,1.04,0.35,8_TX,8,"KS/OK Border to Amarillo, TX"
152.69,153,152.327,152.626,111P07036,1.17,1.04,0.51,8_TX,8,"KS/OK Border to Amarillo, TX"
153,153.01,152.626,152.65,111P07036,1.17,1.04,0.51,8_TX,8,"KS/OK Border to Amarillo, TX"
153.01,153.21,152.65,152.836,111P07036,1.17,1.04,0.51,8_TX,8,"KS/OK Border to Amarillo, TX"
153.21,153.37,152.836,153.007,111+07036,1.2,1.05,0.16,8_TX,8,"KS/OK Border to Amarillo, TX"
153.37,153.68,153.007,153.323,111P07035,1.19,1.05,0.31,8_TX,8,"KS/OK Border to Amarillo, TX"
153.68,153.88,153.323,153.513,111+07035,1.19,1.05,0.21,8_TX,8,"KS/OK Border to Amarillo, TX"
153.88,154.23,153.513,153.868,111P07034,1.2,1.05,0.34,8_TX,8,"KS/OK Border to Amarillo, TX"
154.23,154.4,153.868,154.045,111+07034,1.22,1.06,0.16,8_TX,8,"KS/OK Border to Amarillo, TX"
154.4,154.63,154.045,154.26,111P07033,1.23,1.06,0.23,8_TX,8,"KS/OK Border to Amarillo, TX"
154.63,154.83,154.26,154.483,111+07033,1.24,1.08,0.2,8_TX,8,"KS/OK Border to Amarillo, TX"
154.83,155.2,154.483,154.819,111P07032,1.24,1.08,0.37,8_TX,8,"KS/OK Border to Amarillo, TX"
155.2,155.35,154.819,154.974,111+07032,1.27,1.1,0.15,8_TX,8,"KS/OK Border to Amarillo, TX"
155.35,155.47,154.974,155.095,111P07031,1.28,1.11,0.12,8_TX,8,"KS/OK Border to Amarillo, TX"
155.47,155.56,155.095,155.178,111+07031,1.33,1.12,0.08,8_TX,8,"KS/OK Border to Amarillo, TX"
155.56,155.6,155.178,155.222,111P07030,1.4,1.13,0.04,8_TX,8,"KS/OK Border to Amarillo, TX"
155.6,155.68,155.222,155.302,,0,0,,8_TX,8,"KS/OK Border to Amarillo, TX"
155.68,156.06,155.302,155.679,,0,0,,8_TX,8,"KS/OK Border to Amarillo, TX"
156.06,156.07,155.679,155.737,111P07094,2.72,1.49,0.01,8_TX,8,"KS/OK Border to Amarillo, TX"
156.07,157.1,155.737,156.713,111+07097,2.44,1.26,1.59,8_TX,8,"KS/OK Border to Amarillo, TX"
157.1,157.47,156.713,157.071,111+07093,2.55,1.27,0.36,8_TX,8,"KS/OK Border to Amarillo, TX"
157.47,157.58,157.071,157.189,111+07097,2.44,1.26,1.59,8_TX,8,"KS/OK Border to Amarillo, TX"
157.58,157.67,157.189,157.3,111+07097,2.44,1.26,1.59,8_TX,8,"KS/OK Border to Amarillo, TX"
157.67,157.91,157.3,157.502,,0,0,,8_TX,8,"KS/OK Border to Amarillo, TX"
157.91,158.11,157.502,157.692,111P05844,1.47,1.13,0.44,8_TX,8,"KS/OK Border to Amarillo, TX"
158.11,158.12,157.692,157.748,111P05844,1.47,1.13,0.44,8_TX,8,"KS/OK Border to Amarillo, TX"
158.12,158.35,157.748,157.953,111P05844,1.47,1.13,0.44,8_TX,8,"KS/OK Border to Amarillo, TX"
158.35,158.48,157.953,158.075,111+05844,1.2,1.06,0.13,8_TX,8,"KS/OK Border to Amarillo, TX"
158.48,158.63,158.075,158.226,111P05843,1.19,1.05,0.15,8_TX,8,"KS/OK Border to Amarillo, TX"
158.63,158.64,158.226,158.246,111+05843,1.16,1.05,0.01,8_TX,8,"KS/OK Border to Amarillo, TX"
158.64,158.79,158.246,158.382,111P05842,1.17,1.05,0.16,8_TX,8,"KS/OK Border to Amarillo, TX"
158.79,158.81,158.382,158.403,111+05842,1.13,1.04,0.01,8_TX,8,"KS/OK Border to Amarillo, TX"
158.81,158.94,158.403,158.537,111P05841,1.15,1.04,0.14,8_TX,8,"KS/OK Border to Amarillo, TX"
158.94,158.99,158.537,158.57,111+05841,1.15,1.04,0.05,8_TX,8,"KS/OK Border to Amarillo, TX"
158.99,159.18,158.57,158.773,111P05840,1.15,1.04,0.19,8_TX,8,"KS/OK Border to Amarillo, TX"
159.18,159.27,158.773,158.862,111+05840,1.15,1.04,0.09,8_TX,8,"KS/OK Border to Amarillo, TX"
159.27,159.45,158.862,159.037,111+05839,1.15,1.04,0.18,8_TX,8,"KS/OK Border to Amarillo, TX"
159.45,159.81,159.037,159.402,111P05838,1.15,1.03,0.37,8_TX,8,"KS/OK Border to Amarillo, TX"
159.81,160.52,159.402,160.119,111+05838,1.15,1.04,0.71,8_TX,8,"KS/OK Border to Amarillo, TX"
160.52,160.96,160.119,160.561,111P05837,1.13,1.04,0.44,8_TX,8,"KS/OK Border to Amarillo, TX"
160.96,161.05,160.561,160.653,111+05837,1.12,1.04,0.09,8_TX,8,"KS/OK Border to Amarillo, TX"
161.05,161.57,160.653,161.169,111P05836,1.11,1.04,0.52,8_TX,8,"KS/OK Border to Amarillo, TX"
161.57,162.14,161.169,161.781,111+05836,1.11,1.04,0.57,8_TX,8,"KS/OK Border to Amarillo, TX"
162.14,162.47,161.781,162.06,111P05835,1.11,1.04,0.33,8_TX,8,"KS/OK Border to Amarillo, TX"
162.47,162.56,162.06,162.156,111+05835,1.12,1.04,0.08,8_TX,8,"KS/OK Border to Amarillo, TX"
162.56,163,162.156,162.602,111P05834,1.11,1.04,0.45,8_TX,8,"KS/OK Border to Amarillo, TX"
163,163.77,162.602,163.353,111+05834,1.13,1.04,0.77,8_TX,8,"KS/OK Border to Amarillo, TX"
163.77,164.54,163.353,164.121,111P05833,1.16,1.05,0.77,8_TX,8,"KS/OK Border to Amarillo, TX"
164.54,164.77,164.121,164.349,111+05833,1.23,1.08,0.22,8_TX,8,"KS/OK Border to Amarillo, TX"
164.77,165.18,164.349,164.765,111P05832,1.26,1.12,0.74,8_TX,8,"KS/OK Border to Amarillo, TX"
165.18,165.19,164.765,164.763,111P05832,1.26,1.12,0.74,8_TX,8,"KS/OK Border to Amarillo, TX"
165.19,165.51,164.763,165.084,111P05832,1.26,1.12,0.74,8_TX,8,"KS/OK Border to Amarillo, TX"
165.51,166.11,165.084,165.684,111+05832,1.58,1.21,0.6,8_TX,8,"KS/OK Border to Amarillo, TX"
166.11,166.53,165.684,166.112,111P05831,1.97,1.23,0.42,8_TX,8,"KS/OK Border to Amarillo, TX"
166.53,167.71,166.112,167.268,111+05831,2.15,1.18,1.17,8_TX,8,"KS/OK Border to Amarillo, TX"
167.71,168.76,167.268,168.326,111P05830,1.45,1.07,1.05,8_TX,8,"KS/OK Border to Amarillo, TX"
168.76,169.1,168.326,168.654,111+05830,1.13,1.04,0.34,8_TX,8,"KS/OK Border to Amarillo, TX"
169.1,169.59,168.654,169.152,111P05829,1.1,1.03,0.48,8_TX,8,"KS/OK Border to Amarillo, TX"
169.59,170.12,169.152,169.665,111+05829,1.08,1.03,0.53,8_TX,8,"KS/OK Border to Amarillo, TX"
170.12,170.6,169.665,170.103,111P05828,1.09,1.03,0.48,8_TX,8,"KS/OK Border to Amarillo, TX"
170.6,171.34,170.103,170.892,111+05828,1.11,1.03,0.74,8_TX,8,"KS/OK Border to Amarillo, TX"
171.34,171.6,170.892,171.133,111P05827,1.1,1.03,0.52,8_TX,8,"KS/OK Border to Amarillo, TX"
171.6,171.62,171.133,171.152,,0,0,,8_TX,8,"KS/OK Border to Amarillo, TX"
171.62,171.62,171.152,171.152,,0,0,,8_TX,8,"KS/OK Border to Amarillo, TX"
1.18,1.8,1.169,1.836,121P04571,1.06,1.02,0.62,9_TN,9,"KY/TN Border to Ocala, FL"
1.8,4.04,1.836,4.071,121+04571,1.06,1.02,2.24,9_TN,9,"KY/TN Border to Ocala, FL"
4.04,4.37,4.071,4.384,121P04570,1.04,1.02,0.73,9_TN,9,"KY/TN Border to Ocala, FL"
4.37,4.38,4.384,4.411,121P04570,1.04,1.02,0.73,9_TN,9,"KY/TN Border to Ocala, FL"
4.38,4.77,4.411,4.777,121P04570,1.04,1.02,0.73,9_TN,9,"KY/TN Border to Ocala, FL"
4.77,7.62,4.777,7.611,121+04570,1.06,1.02,2.83,9_TN,9,"KY/TN Border to Ocala, FL"
7.62,8.31,7.611,8.301,121P04569,1.07,1.02,0.69,9_TN,9,"KY/TN Border to Ocala, FL"
8.31,10.3,8.301,10.304,121+04569,1.08,1.02,1.99,9_TN,9,"KY/TN Border to Ocala, FL"
10.3,10.63,10.304,10.632,121P04568,1.09,1.02,0.73,9_TN,9,"KY/TN Border to Ocala, FL"
10.63,10.65,10.632,10.658,121P04568,1.09,1.02,0.73,9_TN,9,"KY/TN Border to Ocala, FL"
10.65,11.03,10.658,11.039,121P04568,1.09,1.02,0.73,9_TN,9,"KY/TN Border to Ocala, FL"
11.03,18.79,11.039,18.836,121+04568,1.23,1.03,7.77,9_TN,9,"KY/TN Border to Ocala, FL"
18.79,19.5,18.836,19.544,121P04567,1.53,1.09,0.71,9_TN,9,"KY/TN Border to Ocala, FL"
19.5,24.04,19.544,24.109,121+04567,1.3,1.03,4.54,9_TN,9,"KY/TN Border to Ocala, FL"
24.04,24.83,24.109,24.909,121P04566,1.22,1.03,0.79,9_TN,9,"KY/TN Border to Ocala, FL"
24.83,30.71,24.909,30.762,121+04566,1.5,1.04,5.9,9_TN,9,"KY/TN Border to Ocala, FL"
30.71,31.27,30.762,31.336,121P04565,1.26,1.04,0.55,9_TN,9,"KY/TN Border to Ocala, FL"
31.27,31.93,31.336,31.932,121+04565,1.31,1.04,0.67,9_TN,9,"KY/TN Border to Ocala, FL"
31.93,31.95,31.932,31.997,121+04564,1.03,1.01,0.02,9_TN,9,"KY/TN Border to Ocala, FL"
31.95,34.59,31.997,34.671,121+04213,1.66,1.04,2.67,9_TN,9,"KY/TN Border to Ocala, FL"
34.59,34.89,34.671,34.971,121P04212,1.55,1.08,0.68,9_TN,9,"KY/TN Border to Ocala, FL"
34.89,34.9,34.971,34.971,121P04212,1.55,1.08,0.68,9_TN,9,"KY/TN Border to Ocala, FL"
34.9,35.27,34.971,35.346,121P04212,1.55,1.08,0.68,9_TN,9,"KY/TN Border to Ocala, FL"
35.27,40.18,35.346,40.255,121+04212,1.5,1.05,4.91,9_TN,9,"KY/TN Border to Ocala, FL"
40.18,40.45,40.255,40.539,121P04211,2,1.1,0.51,9_TN,9,"KY/TN Border to Ocala, FL"
40.45,40.47,40.539,40.549,121P04211,2,1.1,0.51,9_TN,9,"KY/TN Border to Ocala, FL"
40.47,40.69,40.549,40.765,121P04211,2,1.1,0.51,9_TN,9,"KY/TN Border to Ocala, FL"
40.69,42.98,40.765,43.012,121+04211,2.44,1.1,2.28,9_TN,9,"KY/TN Border to Ocala, FL"
42.98,43.37,43.012,43.404,121P04210,1.33,1.05,0.8,9_TN,9,"KY/TN Border to Ocala, FL"
43.37,43.38,43.404,43.421,121P04210,1.33,1.05,0.8,9_TN,9,"KY/TN Border to Ocala, FL"
43.38,43.79,43.421,43.834,121P04210,1.33,1.05,0.8,9_TN,9,"KY/TN Border to Ocala, FL"
43.79,44.07,43.834,44.115,121+04210,1.12,1.05,0.28,9_TN,9,"KY/TN Border to Ocala, FL"
44.07,44.56,44.115,44.59,121P04209,1.12,1.04,0.78,9_TN,9,"KY/TN Border to Ocala, FL"
44.56,44.85,44.59,44.856,121P04209,1.12,1.04,0.78,9_TN,9,"KY/TN Border to Ocala, FL"
44.85,45.57,44.856,45.548,121+04232,1.13,1.05,0.72,9_TN,9,"KY/TN Border to Ocala, FL"
45.57,45.8,45.548,45.796,121P04231,1.19,1.08,0.46,9_TN,9,"KY/TN Border to Ocala, FL"
45.8,45.81,45.796,45.808,121P04231,1.19,1.08,0.46,9_TN,9,"KY/TN Border to Ocala, FL"
45.81,46.03,45.808,46.019,121P04231,1.19,1.08,0.46,9_TN,9,"KY/TN Border to Ocala, FL"
46.03,46.6,46.019,46.574,121+04231,1.27,1.14,0.57,9_TN,9,"KY/TN Border to Ocala, FL"
46.6,47.08,46.574,47.093,121P04230,1.97,1.26,0.47,9_TN,9,"KY/TN Border to Ocala, FL"
47.08,47.5,47.093,47.518,121+04175,2.72,1.31,0.42,9_TN,9,"KY/TN Border to Ocala, FL"
47.5,47.67,47.518,47.687,121P04229,3.16,1.34,0.17,9_TN,9,"KY/TN Border to Ocala, FL"
47.67,47.74,47.687,47.748,121+04229,3.27,1.34,0.07,9_TN,9,"KY/TN Border to Ocala, FL"
47.74,48.12,47.748,48.134,121P04228,2.91,1.32,0.38,9_TN,9,"KY/TN Border to Ocala, FL"
48.12,48.31,48.134,48.325,121+04228,2.21,1.31,0.19,9_TN,9,"KY/TN Border to Ocala, FL"
48.31,48.32,48.325,48.339,121P04227,2.12,1.31,0.02,9_TN,9,"KY/TN Border to Ocala, FL"
48.32,48.33,48.339,48.349,121P04227,2.12,1.31,0.02,9_TN,9,"KY/TN Border to Ocala, FL"
48.33,48.4,48.349,48.417,121+04227,2.12,1.31,0.07,9_TN,9,"KY/TN Border to Ocala, FL"
48.4,48.42,48.417,48.433,121P04226,2.17,1.32,0.02,9_TN,9,"KY/TN Border to Ocala, FL"
48.42,48.6,48.433,48.619,121+04226,2.27,1.33,0.18,9_TN,9,"KY/TN Border to Ocala, FL"
48.6,48.73,48.619,48.742,121P04225,2.79,1.34,0.43,9_TN,9,"KY/TN Border to Ocala, FL"
48.73,49.03,48.742,49.032,121P04225,2.79,1.34,0.43,9_TN,9,"KY/TN Border to Ocala, FL"
49.03,49.42,49.032,49.409,121+04225,2.67,1.33,0.39,9_TN,9,"KY/TN Border to Ocala, FL"
49.42,49.64,49.409,49.666,121P04224,2.92,1.46,0.34,9_TN,9,"KY/TN Border to Ocala, FL"
49.64,49.65,49.666,49.672,121P04224,2.92,1.46,0.34,9_TN,9,"KY/TN Border to Ocala, FL"
